	sentiment	content 
19082	worry	@HeWhoWrites Aww I feel bad for the lil nigga. He look like he know what's coming
19083	neutral	@Jalisa_ i know !  my BG looks emo now .! lol
19085	sadness	@cthundr How could you go to Cali without me??? I'm sad.
19086	worry	@BullyOSullivan Oh no! So sorry about your pets..
19087	sadness	is feeling sad  I so dont do goodbye'z!!!!
19091	worry	This has been a dismal week.
19093	worry	The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.
19095	enthusiasm	@AuthorSaoirse_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it's no longer operational :|
19096	worry	Feeling kinda nervous when there was a virus found on the computer
19098	neutral	it's Friday here in Chicago...and I'm stuck @ home AGH I'M BORED!!! grr!
19099	relief	hooome from work. why am i awake still? up in 5 hours
19100	hate	i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?
19101	worry	cant go to work tomorow. still sick  grrr its anoying me now!x
19102	neutral	@AndyR3w wish i was rollin with ya
19103	neutral	missing my granpa, goingo to church, its been two hard months without him!!
19104	worry	@yummy411 @Cocoabebe I know, right? I guess the oldest doesn't hold rank on field trips anymore.
19105	worry	@colinmoge  the one day I need to work
19106	sadness	@wersching and I have to wait till January. Life is not fair!
19107	worry	@edincoat Oh no  I hope you reach him!
19108	neutral	My dad just told me that he wants to put me up for sale on craigslist
19112	sadness	@materialistic i know i suck.  my data plan is weak sauce.
19113	worry	@Savfortomorrow Si, no bueno  I guess I just don't entertain him :/
19116	neutral	@backstreetboys Hey boys, do you wanna see my teeth? (damn it, twitter donï¿½t wanna change my picture)
19118	hate	still can't figure this twitter thing out, i can't my background pic to stick and i can't seem to change my profile pic
19119	neutral	@cakewrecks that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we've got a long wait tho.
19120	worry	Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note
19121	happiness	so I just had a violent fightclub like sex dream involving heavily tattooed ladies. I didn't wanna wake up.  lol.
19122	neutral	Stepped on Coco's foot earlier while feeding the cats; no harm done AFAIK, but now she runs away from me
19123	worry	@justeezy  woh won at least you aren't in the NYC situation
19125	neutral	@RezaEvol awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards
19126	sadness	@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo
19129	worry	@kakrisch im jealous.  im slaving away at the store and youre chilling on the boat.
19130	sadness	@jwalsh Damnit all. That sucks.  You were one of the ones I thought I'd drag back lol
19131	worry	@ddlovato  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better
19132	surprise	@jinime Your schmoo is moving? Are you sad?
19134	love	@NikkiBenz I want to chat with you in Im some day.
19135	sadness	@aaronob My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour.
19136	sadness	Well it's after 6 and i didn't get a call back  oh well
19138	hate	Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!
19139	hate	lalalalaaaa i have a virus  tear tearrr well my COMPUTER has a virus! running scan grrr : \
19142	worry	wish I could feel no pain (8)  but it's ok, at least they like Brazil!
19143	happiness	@kidcatastrophe so cool to hear you guys on 104.5! and i can't believe you in were cherry hill a few weeks ago and i missed it  come back
19145	worry	@glennbeck wish we could come see u on Denver  husband lost his job and can't afford it
19146	worry	I do nothing on friday nights
19147	worry	Jane is really sad because she probably won't get perfect on tonight's quiz without the missing article. Should've asked someone for it.
19148	fun	@Beauabroughton shud up! lol my device thing doesn't work
19149	sadness	omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!
19150	worry	has a tummy ache.
19151	sadness	@rdougan I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!
19152	hate	@joshhebert yeah bit it is overheating a bit and the AC died.
19153	happiness	Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.
19154	sadness	@michaelpietsch He's totally ignoring me!! How sad!  I am heartbroken
19155	worry	@Jonasbrothers  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better
19156	sadness	Got stuck in a traffic jam today, i now have one sunburned arm
19158	neutral	I was the blue  lol http://twitpic.com/67zgz
19159	worry	reason #123,243,342 I don't like weathermen, school program canceled due 2 rain.Show 6p-7p now 8:15p still no rain  #weathermenRneverright
19160	worry	I have nacho chips...but no cheese.
19162	happiness	I love it when it rains on me when im golfing
19163	sadness	chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though.
19164	sadness	I missed your calls
19165	relief	@vasilly thanks.  I'm self so I don't see the &quot;my Account&quot; area.  I'll have to dig deeper it seems
19166	worry	@RealKeanuReeves   People are cruel sometimes.  I can't imagine being a Star.
19167	worry	Went for run, my sinuses are pissing me off
19169	hate	misses her phone... having no service sucks
19173	sadness	waiting for sleeping pills to kick in... gonna be so tired at work tomorrow
19174	worry	I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.
19175	surprise	Select Yums tees on sale! Bird Walk and SODMG are sold out though
19176	sadness	Why the fuck can't I be over this ??? I feel like crying bit I realy don't want to  why is this bothering me sooooooo much !?
19177	sadness	@survivorqueen I can't shes taken my keys to muh car.
19178	neutral	@sophiebenjamin  it's very pleasant. i sooo rarely just have time to kill...
19179	sadness	No Rockin on the River for me, tonight...
19180	worry	Isss boredddd, gotta be up in the morningg
19181	neutral	@PrincessSuperC i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!
19182	love	@LuluLuz  i love you,i love you,i love you -you're the most beautiful and sweet girl ever.
19183	surprise	@hellparade what? whyyyy?
19184	worry	@JeremyBorash wow, honestly not surprising, every time they try to push that guy he gets injured
19185	neutral	Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x
19186	sadness	@BodyWisdomInc sorry I missed you @pcharityclassic. Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone
19187	boredom	Not gonna lie, i'm going to miss high school lunches. A lot. Damn.
19188	fun	There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check
19191	worry	@emerilizzie poor kid.  That sucks. Hopefully things look up for her soon. *hugs*
19192	sadness	@dougreport just checked again and it worked!! Sorry
19193	worry	@schambers bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won't catch the next flight   njoy!
19194	neutral	@pandamachinne and i have cheese and no chips.
19196	neutral	@Bea0414 eh..not sure daw guesting ni cha on monday
19197	worry	Im giving up on twitter. My pic is gone my background is gone..I'm hopeless when it comes to technology!!
19198	happiness	@hannahgramm Haha damn you not inviting me
19199	surprise	ACK! Ghost Whisperer isn't on!   Damn network's lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0)
19200	sadness	@Kalediscope Girl *cries* I'm allergic to seafood
19201	worry	aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!
19202	worry	@veddersgirl Will start tonight. Bored. Tired of waiting on Darkward. I am breaking up with him
19203	worry	@kscarter I feel like I haven't talked to you in a really really long time.
19204	worry	@mileycyrus  it wont let me vote even tho im signed in
19206	surprise	..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol
19207	empty	Ugh boring friday
19208	worry	oh and i forgot my cell at home  thankgod for this crackberry
19209	surprise	@jojo_jtv WHAT! I was only gone for 30 minutes and you're already showing boobage without me?
19210	neutral	Is on break...I'm so tired
19211	worry	@MaryleeFOD I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel. Did you want the recipe? email?
19212	neutral	Tempted to buy MAC at ACW....even though I don't need anything....but I want to try dazzleglasses
19213	worry	waaah.. I can't open my eyes wider! i wanna go back to sleep but i can't sleep properly..
19216	hate	I hate it when Trevor drives
19217	sadness	@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.
19218	sadness	I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!
19219	sadness	my fab broke
19220	worry	@ceciliaa_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick
19221	neutral	@katevoegele WIsh they were in Toronto  Will you be coming back here soon?
19223	worry	has a broken iphone
19224	anger	UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!
19225	happiness	I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout @norabf and have missed the segment about Chevron
19227	hate	@AdamRPhoto ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink  owwwwwwwwwwwww
